Key,english
ammo556mmBulletAP,AP 5.56mm Ammo
ammo556mmBulletAPBallDesc,Used for the Pipe Machine Gun
ammoBundle556mmBulletBall,Box of 5.56mm Ammo (100)
ammoBundle556mmBulletHP,Box of HiPower 5.56mm Ammo (100)
ammoBundle556mmBulletAP,Box of AP 5.56mm Ammo (100)
buffDeathPenaltyWeakenedName,Death Penalty
buffDeathTooltip,Death weakens you!
buffDeathPenaltyWeakenedDesc,"You are weakened due to dying.\n\nAll Attributes -2.\nMax Health and Stamina -30%."
modGunMeleeTheHunterDesc,"Increases damage against all animals by 15%-30%."
modMeleeStructuralBraceDesc,"This modification for melee weapons and tools lowers degradation by 15%-30%."
modMeleeErgonomicGripDesc,"Decreases melee stamina usage by 6%-12%.\nIncreases weapon handling of bows by 6%-12%."
modMeleeFiremansAxeModDesc,"Deal 15%-30% more damage to blocks.\nBut 15%-30% less damage to enemies."
modMeleeGraveDiggerDesc,"Increases block damage against dirt by 15%-30%."
modMeleeIronBreakerDesc,"Increases block damage against iron by 15%-30%."
modMeleeWoodSplitterDesc,"Increases block damage against wood by 15%-30%."
modMeleeBunkerBusterDesc,"Increases block damage against stone by 15%-30%."
modMeleeDiamondTipDesc,"Any hand tool or bladed weapon degrades 22%-44% slower with this modification."
modMeleeTemperedBladeDesc,"This blade modification increases block damage by 6%-12%.\nLowers degradation by 9%-18%."
